pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage
26000,,nse_cm,,NIFTY,NIFTY,,NIFTY,,,,,NIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26009,,nse_cm,,BANKNIFTY,BANKNIFTY,,BANKNIFTY,,,,,BANKNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26037,,nse_cm,,FINNIFTY,FINNIFTY,,FINNIFTY,,,,,FINNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26074,,nse_cm,,MIDCPNIFTY,MIDCPNIFTY,,MIDCPNIFTY,,,,,MIDCPNIFTY,,,-1,-1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
760790,SG,nse_cm,,768AP39,768AP39-SG,,768AP39-SG,IN1020250529,,,,SDL AP 7.68% 2039,,,1,100,-1,-1,2,-1,NSE,,,1454803200,,1454803200,0,0,0,0,0,95.00-105.00,0,0,1456072753,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999960.00,100,0,10500,9500,1,1,1,0,0,1,0,1.2e+08,0,0,999960,
22466,BL,nse_cm,,EPACK,EPACK-BL,,EPACK-BL,INE0G5901015,,,,EPACK DURABLE LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1391040000,,1391040000,0,0,1409529600,1410048000,0,244.18-259.28,0,0,1456077384,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,398578.00,1,0,25928,24418,1,1,1,0,0,1,0,9.62285e+07,0,0,398578,
758906,BL,nse_cm,,AONEGOLD,AONEGOLD-BL,,AONEGOLD-BL,INF1J2R01114,,,,AONEAMC - AONEGOLD,,,1,1,-1,-1,2,-1,NSE,,,1441929600,,1441929600,0,0,0,0,0,13.92-14.78,0,0,1456077390,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,1920164.00,1,0,1478,1392,1,1,1,0,0,1,0,5.87206e+07,0,0,1920164,
24065,N0,nse_cm,,744IRF34,744IRF34-N0,,744IRF34-N0,INE053F08395,,,,IRFC 7.44% 2034 SR.179,,,1,1,-1,-1,2,-1,NSE,,,1403136000,,1403136000,0,0,0,0,0,80000.00-120000.00,0,0,1456072749,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,300000,0,0,999,
21001,EQ,nse_cm,,PSB,PSB-EQ,,PSB,INE608A01012,,,,PUNJAB & SIND BANK,,,1,1,-1,-1,2,-1,NSE,,,978134400,,978134400,0,0,0,0,1438214400,21.83-32.73,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,3661322.00,1,0,3273,2183,1,1,1,0,0,1,0,7.09559e+09,0,0,3661322,
2384,SG,nse_cm,,719SK31,719SK31-SG,,719SK31-SG,IN3020200058,,,,SDL SK 7.19% 2031,,,1,100,-1,-1,2,-1,NSE,,,1298764800,,1298764800,0,0,0,0,0,95.00-105.00,0,0,1456072744,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,
6417,EQ,nse_cm,,KRITI,KRITI-EQ,,KRITI,INE479D01038,,,,KRITI INDUSTRIES IND LTD,,,1,1,-1,-1,2,-1,NSE,,,1320192000,,1320192000,0,0,1402617600,1403136000,0,65.66-98.48,0,0,1456081179,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,1218437.00,1,0,9848,6566,1,1,1,0,0,1,0,5.2696e+07,0,0,1218437,Security is under Surveillance Measure - EPS based on previous 4 trailing quarters in the scrip is zero
760513,SG,nse_cm,,754RJ36,754RJ36-SG,,754RJ36-SG,IN2920250346,,,,SDL RJ 7.54% 2036,,,1,100,-1,-1,2,-1,NSE,,,1451433600,,1451433600,0,0,0,0,0,95.00-105.00,0,0,1456072753,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
25316,BL,nse_cm,,PNGJL,PNGJL-BL,,PNGJL-BL,INE953R01016,,,,P N GADGIL JEWELLERS LTD,,,5,1,-1,-1,2,-1,NSE,,,1410998400,,1410998400,0,0,0,0,0,545.50-579.20,0,0,1456077386,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,174928.00,1,0,57920,54550,1,1,1,0,0,1,0,1.35708e+08,0,0,174928,
29171,EQ,nse_cm,,LAXMIDENTL,LAXMIDENTL-EQ,,LAXMIDENTL,INE0WO601020,,,,LAXMI DENTAL LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1421798400,,1421798400,0,0,0,0,0,155.44-233.14,0,0,1456081179,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,514665.00,1,0,23314,15544,1,1,1,0,0,1,0,5.49621e+07,0,0,514665,Security is under Surveillance Measure - The scrip PE is greater than 50 for previous 4 trailing quarters
15156,EQ,nse_cm,,KALYANIFRG,KALYANIFRG-EQ,,KALYANIFRG,INE314G01014,,,,KALYANI FORGE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,882576000,,882576000,0,0,0,0,1440288000,520.60-780.90,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,118962.00,1,0,78090,52060,1,1,1,0,0,1,0,3.638e+06,0,0,118962,Security is under Surveillance Measure - Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100
756331,N0,nse_cm,,678IRFC30,678IRFC30-N0,,678IRFC30-N0,INE053F08494,,,,IRFCL 6.78% 2030 SR 189,,,1,1,-1,-1,2,-1,NSE,,,1430438400,,1430438400,0,0,0,0,0,80000.00-120000.00,0,0,1456072752,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,999.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,300000,0,0,999,
12243,BL,nse_cm,,BANKBARODA,BANKBARODA-BL,,BANKBARODA-BL,INE028A01039,,,,BANK OF BARODA,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1433635200,299.80-318.30,0,0,1456077361,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,325795.00,1,0,31830,29980,1,1,1,0,0,1,0,5.17136e+09,0,0,325795,
22062,SG,nse_cm,,831RJ27,831RJ27-SG,,831RJ27-SG,IN2920200036,,,,SDL RJ 8.31% 2027,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,106.46-117.66,0,0,1456072748,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,892373.00,100,0,11766,10646,1,1,1,0,0,1,0,6.7e+07,0,0,892373,
20906,EQ,nse_cm,,A2ZINFRA,A2ZINFRA-EQ,,A2ZINFRA,INE619I01012,,,,A2Z INFRA ENGINEERING LTD,,,1,1,-1,-1,2,-1,NSE,,,977529600,,977529600,0,0,1411516800,1411948800,0,13.23-16.17,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,5759119.00,1,0,1617,1323,1,1,1,0,0,1,0,1.7612e+08,0,0,5759119,
16798,BL,nse_cm,,ARCHIDPLY,ARCHIDPLY-BL,,ARCHIDPLY-BL,INE877I01016,,,,ARCHIDPLY IND. LTD,,,1,1,-1,-1,2,-1,NSE,,,899596800,,899596800,0,0,1411171200,1411689600,0,80.97-85.97,0,0,1456077377,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,649585.00,1,0,8597,8097,1,1,1,0,0,1,0,1.9865e+07,0,0,649585,
21967,SG,nse_cm,,719MP40,719MP40-SG,,719MP40-SG,IN2120190169,,,,SDL MP 7.19% 2040,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,102.37-113.13,0,0,1456072748,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,928000.00,100,0,11313,10237,1,1,1,0,0,1,0,1e+08,0,0,928000,
6973,EQ,nse_cm,,DMCC,DMCC-EQ,,DMCC,INE505A01010,,,,DMCC SPECIALITY CHEMICALS,,,1,1,-1,-1,2,-1,NSE,,,1322784000,,1322784000,0,0,0,0,1440288000,194.46-291.68,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,411384.00,1,0,29168,19446,1,1,1,0,0,1,0,2.49399e+07,0,0,411384,
12498,BL,nse_cm,,IVC,IVC-BL,,IVC-BL,INE050B01023,,,,IL&FS INVESTMENT MANAGERS,,,1,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1448150400,7.31-7.75,0,0,1456077363,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,10268870.00,1,0,775,731,1,1,1,0,0,1,0,3.14033e+08,0,0,10268870,
759814,EQ,nse_cm,,SMALL250,SMALL250-EQ,,SMALL250,INF769K01PQ4,,,,MIRAEAMC - SMALL250,,,1,1,-1,-1,2,-1,NSE,,,1447459200,,1447459200,0,0,0,0,0,12.80-19.18,0,0,1456077275,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,527799.00,1,0,1918,1280,1,1,1,0,0,1,0,1.61407e+07,0,0,527799,
1412,EQ,nse_cm,,AGI,AGI-EQ,,AGI,INE415A01038,,,,AGI GREENPAC LIMITED,,,5,1,-1,-1,2,-1,NSE,,,484531200,,,0,0,0,0,1440288000,458.60-687.90,0,0,1456081179,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,174424.00,1,0,68790,45860,1,1,1,0,0,1,0,6.46974e+07,0,0,174424,
10352,BL,nse_cm,,CSLFINANCE,CSLFINANCE-BL,,CSLFINANCE-BL,INE718F01018,,,,CSL FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1342828800,,1342828800,0,0,0,0,1442188800,253.60-269.20,0,0,1456077367,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,383066.00,1,0,26920,25360,1,1,1,0,0,1,0,2.27826e+07,0,0,383066,
18931,EQ,nse_cm,,SUNDARAM,SUNDARAM-EQ,,SUNDARAM,INE108E01023,,,,SUNDARAM MULTI PAP LTD,,,1,1,-1,-1,2,-1,NSE,,,959904000,,959904000,0,0,1411344000,1411862400,0,1.29-1.93,0,0,1456081180,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,15495802.00,1,0,193,129,1,1,1,0,0,1,0,4.73878e+08,0,0,15495802,Security is under Surveillance Measure - The scrip PE is greater than 50 for previous 4 trailing quarters
9975,N6,nse_cm,,829PFL29,829PFL29-N6,,829PFL29-N6,INE511C07706,,,,SEC RED NCD 10.27% SR. VI,,,1,1,-1,-1,2,-1,NSE,,,1241827200,,1241827200,0,0,0,0,1455926400,1008.00-1512.00,0,0,1456072746,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,874.00,1,0,151200,100800,1,1,1,0,0,1,0,26735,0,0,874,
19184,EQ,nse_cm,,SFL,SFL-EQ,,SFL,INE916U01025,,,,SHEELA FOAM LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1165708800,,1165708800,0,0,0,0,1356134400,450.40-675.50,0,0,1456081179,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,177633.00,1,0,67550,45040,1,1,1,0,0,1,0,1.08711e+08,0,0,177633,Security is under Surveillance Measure - The scrip PE is greater than 50 for previous 4 trailing quarters
1835,EQ,nse_cm,,KANORICHEM,KANORICHEM-EQ,,KANORICHEM,INE138C01024,,,,KANORIA CHEMICALS & INDUS,,,1,1,-1,-1,2,-1,NSE,,,473040000,,476668800,0,0,1345939200,1346457600,0,59.84-89.74,0,0,1456081179,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,1337059.00,1,0,8974,5984,1,1,1,0,0,1,0,4.36933e+07,0,0,1337059,Security is under Surveillance Measure - The company has been loss making for at least the last 8 quarters for main board and last 2 years for SME companies on consolidated basis
14305,EQ,nse_cm,,OSWALSEEDS,OSWALSEEDS-EQ,,OSWALSEEDS,INE00IK01029,,,,SHREEOSWAL S AND CHE LTD,,,1,1,-1,-1,2,-1,NSE,,,1362009600,,1362009600,0,0,1411516800,1411948800,0,11.61-14.19,0,0,1456081179,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,2991068.00,1,0,1419,1161,1,1,1,0,0,1,0,9.147e+07,0,0,2991068,
22824,EQ,nse_cm,,JUNIPER,JUNIPER-EQ,,JUNIPER,INE696F01016,,,,JUNIPER HOTELS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1393545600,,1393545600,0,0,1410652800,1411171200,0,199.66-244.02,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,450567.00,1,0,24402,19966,1,1,1,0,0,1,0,2.22502e+08,0,0,450567,
8570,SG,nse_cm,,713TN30,713TN30-SG,,713TN30-SG,IN3120210460,,,,SDL TN 7.13% 2030,,,1,100,-1,-1,2,-1,NSE,,,1332633600,,1332633600,0,0,0,0,0,95.00-105.00,0,0,1456072745,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
24403,EQ,nse_cm,,ASHIANA,ASHIANA-EQ,,ASHIANA,INE365D01021,,,,ASHIANA HOUSING LTD,,,5,1,-1,-1,2,-1,NSE,,,993772800,,993772800,0,0,0,0,1455926400,260.80-391.20,0,0,1456081179,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,306701.00,1,0,39120,26080,1,1,1,0,0,1,0,1.00525e+08,0,0,306701,
759067,N0,nse_cm,,ABCRESET28,ABCRESET28-N0,,ABCRESET28-N0,INE674K07101,,,,ABCL FBIL 2028 SR F3,,,1,1,-1,-1,2,-1,NSE,,,1443312000,,1443312000,0,0,0,0,1449705600,80000.00-120000.00,0,0,1456072753,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,980.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,30000,0,0,980,
29749,N0,nse_cm,,12VCCL27B,12VCCL27B-N0,,12VCCL27B-N0,INE04HY07211,,,,VCCL 12% 2027,,,1,1,-1,-1,2,-1,NSE,,,1424908800,,1424908800,0,0,0,0,1454803200,78400.00-117600.00,0,0,1456072750,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,65.00,1,0,1.176e+07,7.84e+06,1,1,1,0,0,1,0,2000,0,0,65,
18686,SG,nse_cm,,741WB42,741WB42-SG,,741WB42-SG,IN3420230077,,,,SDL WB 7.41% 2042,,,1,100,-1,-1,2,-1,NSE,,,1380153600,,1380153600,0,0,0,0,0,95.00-105.00,0,0,1456072747,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
756821,N0,nse_cm,,753PHFL30,753PHFL30-N0,,753PHFL30-N0,INE572E07225,,,,PHFL 7.53% 2030 SR LXIX,,,1,1,-1,-1,2,-1,NSE,,,1432425600,,1432425600,0,0,0,0,0,80000.00-120000.00,0,0,1456072752,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,1000.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,40000,0,0,1000,
23512,EQ,nse_cm,,TARACHAND,TARACHAND-EQ,,TARACHAND,INE555Z01020,,,,TARA CHAND INFRA SOLN LTD,,,1,1,-1,-1,2,-1,NSE,,,1397692800,,1397692800,0,0,0,0,1423353600,51.88-77.82,0,0,1456081180,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,1541972.00,1,0,7782,5188,1,1,1,0,0,1,0,7.88249e+07,0,0,1541972,
29210,BZ,nse_cm,,SITINET,SITINET-BZ,,SITINET-BZ,INE965H01011,,,,SITI NETWORKS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1422144000,,1422144000,0,0,0,0,0,0.38-0.40,0,0,1456081180,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,28516158.00,1,0,40,38,1,1,1,0,0,1,0,8.72054e+08,0,0,28516158,Security is under Surveillance Measure - Identified as RECEIPT OF CORPORATE ANNOUNCEMENT / DISCLOSURE FROM THE COMPANY
24478,SM,nse_cm,,SAHAJSOLAR,SAHAJSOLAR-SM,,SAHAJSOLAR-SM,INE0P4701011,,,,SAHAJ SOLAR LIMITED,,,5,400,-1,-1,2,-1,NSE,,,1405814400,,1405814400,0,0,0,0,1428019200,112.30-168.40,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,712486.00,400,0,16840,11230,1,1,1,0,0,1,0,2.1972e+07,0,0,712486,Security is under Surveillance Measure - Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100
10923,SG,nse_cm,,753BR32,753BR32-SG,,753BR32-SG,IN1320220040,,,,SDL BR 7.53% 2032,,,1,100,-1,-1,2,-1,NSE,,,1347148800,,1347148800,0,0,0,0,0,95.00-105.00,0,0,1456072746,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
30080,SG,nse_cm,,687GJ28,687GJ28-SG,,687GJ28-SG,IN1520240285,,,,SDL GJ 6.87% 2028,,,1,100,-1,-1,2,-1,NSE,,,1426636800,,1426636800,0,0,0,0,0,95.00-105.00,0,0,1456072750,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
20277,SG,nse_cm,,745GJ30,745GJ30-SG,,745GJ30-SG,IN1520190225,,,,SDL GJ 7.45% 2030,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,101.99-112.71,0,0,1456072748,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,931500.00,100,0,11271,10199,1,1,1,0,0,1,0,1e+08,0,0,931500,
12551,BL,nse_cm,,KSB,KSB-BL,,KSB-BL,INE999A01023,,,,KSB LIMITED,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,0,0,1430611200,697.70-740.80,0,0,1456077331,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,140101.00,1,0,74080,69770,1,1,1,0,0,1,0,1.74039e+08,0,0,140101,
8956,BL,nse_cm,,ELDEHSG,ELDEHSG-BL,,ELDEHSG-BL,INE668G01021,,,,ELDECO HSG & IND LTD.,,,5,1,-1,-1,2,-1,NSE,,,1334188800,,1334188800,0,0,0,0,1442620800,879.85-934.25,0,0,1456077366,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,113964.00,1,0,93425,87985,1,1,1,0,0,1,0,9.833e+06,0,0,113964,
10580,EQ,nse_cm,,TCI,TCI-EQ,,TCI,INE688A01022,,,,TRANSPORT CORPN OF INDIA,,,10,1,-1,-1,2,-1,NSE,,,696038400,,696038400,0,0,0,0,1455148800,827.60-1241.40,0,0,1456081180,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,96599.00,1,0,124140,82760,1,1,1,0,0,1,0,7.6727e+07,0,0,96599,
25595,N0,nse_cm,,AAFS28C,AAFS28C-N0,,AAFS28C-N0,INE0L6807195,,,,AAFS28C MARKET LINKED 28,,,1,1,-1,-1,2,-1,NSE,,,1412121600,,1412121600,0,0,0,0,1455408000,80000.00-120000.00,0,0,1456072749,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,354.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,10850,0,0,354,
4382,GS,nse_cm,,GS260426C,GS260426C-GS,,GS260426C-GS,IN000426C014,,,,GOI STRIPS C 260426,,,1,100,-1,-1,2,-1,NSE,,,1308268800,,1308268800,0,0,0,0,0,72.42-80.04,0,0,1456072745,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,426630.00,100,0,8004,7242,1,1,1,0,0,1,0,1.30468e+07,0,0,426630,
18024,BZ,nse_cm,,SETUINFRA,SETUINFRA-BZ,,SETUINFRA-BZ,INE023M01027,,,,SETUBANDHAN INFRA LTD,,,1,1,-1,-1,2,-1,NSE,,,1376611200,,1376611200,0,0,1383436800,1383955200,0,0.38-0.42,0,0,1456081179,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,4109678.00,1,0,42,38,1,1,1,0,0,1,0,1.25678e+08,0,0,4109678,Security is under Surveillance Measure - Scrips in GSM
14279,SG,nse_cm,,759PN39,759PN39-SG,,759PN39-SG,IN2820220191,,,,SDL PN 7.59% 2039,,,1,100,-1,-1,2,-1,NSE,,,1361664000,,1361664000,0,0,0,0,0,95.00-105.00,0,0,1456072747,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
757671,BL,nse_cm,,MOALPHA50,MOALPHA50-BL,,MOALPHA50-BL,INF247L01FR8,,,,MOTILALAMC - MOALPHA50,,,1,1,-1,-1,2,-1,NSE,,,1436572800,,1436572800,0,0,0,0,0,48.96-51.98,0,0,1456077389,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,38259.00,1,0,5198,4896,1,1,1,0,0,1,0,1.17e+06,0,0,38259,
22182,SG,nse_cm,,679JK30,679JK30-SG,,679JK30-SG,IN4920200032,,,,SDL JK 6.79% 2030,,,1,100,-1,-1,2,-1,NSE,,,1280275200,,1280275200,0,0,0,0,0,97.50-107.76,0,0,1456072748,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,974349.00,100,0,10776,9750,1,1,1,0,0,1,0,5e+07,0,0,974349,
5089,SG,nse_cm,,701UP31,701UP31-SG,,701UP31-SG,IN3320210047,,,,SDL UP 7.01% 2031,,,1,100,-1,-1,2,-1,NSE,,,1311465600,,1311465600,0,0,0,0,0,95.00-105.00,0,0,1456072745,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
14735,MF,nse_cm,,HFMPM23RGR,HFMPM23RGR-MF,,HFMPM23RGR-MF,INF179KC1FX6,,,,HDFCAMC - HFMPM23RGR,,,1,1,-1,-1,2,-1,NSE,,,1364428800,,1364428800,0,0,0,0,0,9.00-11.00,0,0,1456072747,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,1039170.00,1,0,1100,900,1,1,1,0,0,1,0,3.17789e+07,0,0,1039170,
759557,N0,nse_cm,,95PFL34,95PFL34-N0,,95PFL34-N0,INE140A07807,,,,PFL 9.50% 2034,,,1,1,-1,-1,2,-1,NSE,,,1446940800,,1446940800,0,0,0,0,0,80000.00-120000.00,0,0,1456072753,,,,,,,,,,CASH,,,,,10000000,,,,0,20,,0.0000,T+1,315513000,0,1,506.00,1,0,1.2e+07,8e+06,1,1,1,0,0,1,0,15500,0,0,506,
14846,BL,nse_cm,,VIPCLOTHNG,VIPCLOTHNG-BL,,VIPCLOTHNG-BL,INE450G01024,,,,VIP CLOTHING LIMITED,,,1,1,-1,-1,2,-1,NSE,,,870825600,,870825600,0,0,1411257600,1411862400,0,21.74-23.08,0,0,1456077375,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,2947235.00,1,0,2308,2174,1,1,1,0,0,1,0,9.01295e+07,0,0,2947235,
27018,BL,nse_cm,,ABINFRA,ABINFRA-BL,,ABINFRA-BL,INE00YB01025,,,,A B INFRABUILD LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1415491200,,1415491200,0,0,0,0,1445126400,21.03-22.33,0,0,1456077387,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,4816472.00,1,0,2233,2103,1,1,1,0,0,1,0,6.38789e+08,0,0,4816472,
25037,SM,nse_cm,,JAYBEE,JAYBEE-SM,,JAYBEE-SM,INE0SMY01017,,,,JAY BEE LAMINATIONS LTD,,,5,500,-1,-1,2,-1,NSE,,,1409788800,,1409788800,0,0,0,0,0,66.00-99.00,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,737960.00,500,0,9900,6600,1,1,1,0,0,1,0,2.25676e+07,0,0,737960,Security is under Surveillance Measure - Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100
7672,EQ,nse_cm,,IMAGICAA,IMAGICAA-EQ,,IMAGICAA,INE172N01012,,,,IMAGICAAWORLD ENT LTD,,,1,1,-1,-1,2,-1,NSE,,,1112745600,,1112745600,0,0,1352505600,1353024000,0,37.04-55.56,0,0,1456081179,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,2159327.00,1,0,5556,3704,1,1,1,0,0,1,0,5.65861e+08,0,0,2159327,Security is under Surveillance Measure - The scrip PE is greater than 50 for previous 4 trailing quarters
